fc_destination_code,proxy,uvac_destination,number_of_nights,offset
MBJ,US,MBJ,6,169
MBJ,US,MBJ,6,175
MBJ,US,MBJ,6,181
MBJ,US,MBJ,6,187
MBJ,US,MBJ,6,193
MBJ,US,MBJ,6,199
MBJ,US,MBJ,6,205
MBJ,US,MBJ,6,211
MBJ,US,MBJ,6,217
MBJ,US,MBJ,6,223
MBJ,US,MBJ,6,229
MBJ,US,MBJ,6,235
MBJ,US,MBJ,6,241
MBJ,US,MBJ,6,247
MBJ,US,MBJ,6,253
MBJ,US,MBJ,6,259
MBJ,US,MBJ,6,265
MBJ,US,MBJ,6,271
MBJ,US,MBJ,6,277
MBJ,US,MBJ,6,283
MBJ,US,MBJ,6,289
MBJ,US,MBJ,6,295
MBJ,US,MBJ,6,301
MBJ,US,MBJ,6,307
MBJ,US,MBJ,6,313
MBJ,US,MBJ,6,319
MBJ,US,MBJ,6,325
MBJ,US,MBJ,6,331
MBJ,US,MBJ,6,337
MBJ,US,MBJ,6,343
MBJ,US,MBJ,6,349
MBJ,US,MBJ,6,355
MBJ,US,MBJ,6,361
MBJ,US,MBJ,6,367
MBJ,US,MBJ,6,373
MCO,US,MCO,5,7
MCO,US,MCO,5,12
MCO,US,MCO,5,17
MCO,US,MCO,5,22
MCO,US,MCO,5,27
MCO,US,MCO,5,32
MCO,US,MCO,5,37
MCO,US,MCO,5,42
MCO,US,MCO,5,47
MCO,US,MCO,5,52
MCO,US,MCO,5,57
MCO,US,MCO,5,62
MCO,US,MCO,5,67
MCO,US,MCO,5,72
MCO,US,MCO,5,77
MCO,US,MCO,5,82
MCO,US,MCO,5,87
MCO,US,MCO,5,92
MCO,US,MCO,5,97
MCO,US,MCO,5,102
MCO,US,MCO,5,107
MCO,US,MCO,5,112
MCO,US,MCO,5,117
MCO,US,MCO,5,122
MCO,US,MCO,5,127
MCO,US,MCO,5,132
MCO,US,MCO,5,137
MCO,US,MCO,5,142
MCO,US,MCO,5,147
MCO,US,MCO,5,152
MCO,US,MCO,5,157
MCO,US,MCO,5,162
MCO,US,MCO,5,167
MCO,US,MCO,5,172
MCO,US,MCO,5,177
MCO,US,MCO,5,182
MCO,US,MCO,5,187
MCO,US,MCO,5,192
MCO,US,MCO,5,197
MCO,US,MCO,5,202
MCO,US,MCO,5,207
MCO,US,MCO,5,212
MCO,US,MCO,5,217
MCO,US,MCO,5,222
MCO,US,MCO,5,227
MCO,US,MCO,5,232
MCO,US,MCO,5,237
MCO,US,MCO,5,242
MCO,US,MCO,5,247
MCO,US,MCO,5,252
MCO,US,MCO,5,257
MCO,US,MCO,5,262
MCO,US,MCO,5,267
MCO,US,MCO,5,272
MCO,US,MCO,5,277
MCO,US,MCO,5,282
MCO,US,MCO,5,287
MCO,US,MCO,5,292
MCO,US,MCO,5,297
MCO,US,MCO,5,302
MCO,US,MCO,5,307
MCO,US,MCO,5,312
MCO,US,MCO,5,326
MCO,US,MCO,5,340
MCO,US,MCO,5,354
MCO,US,MCO,5,387
MIA,US,MIA,3,7
MIA,US,MIA,3,10
MIA,US,MIA,3,13
MIA,US,MIA,3,16
MIA,US,MIA,3,19
MIA,US,MIA,3,22
MIA,US,MIA,3,25
MIA,US,MIA,3,28
MIA,US,MIA,3,31
MIA,US,MIA,3,34
MIA,US,MIA,3,37
MIA,US,MIA,3,40
MIA,US,MIA,3,43
MIA,US,MIA,3,46
MIA,US,MIA,3,49
MIA,US,MIA,3,52
MIA,US,MIA,3,55
MIA,US,MIA,3,58
MIA,US,MIA,3,61
MIA,US,MIA,3,64
MIA,US,MIA,3,67
MIA,US,MIA,3,70
MIA,US,MIA,3,73
MIA,US,MIA,3,76
MIA,US,MIA,3,79
MIA,US,MIA,3,82
MIA,US,MIA,3,85
MIA,US,MIA,3,88
MIA,US,MIA,3,91
MIA,US,MIA,3,94
MIA,US,MIA,3,97
MIA,US,MIA,3,100
MIA,US,MIA,3,103
MIA,US,MIA,3,106
MIA,US,MIA,3,109
MIA,US,MIA,3,112
MIA,US,MIA,3,115
MIA,US,MIA,3,118
MIA,US,MIA,3,121
MIA,US,MIA,3,124
MIA,US,MIA,3,127
MIA,US,MIA,3,130
MIA,US,MIA,3,133
MIA,US,MIA,3,136
MIA,US,MIA,3,139
MIA,US,MIA,3,142
MIA,US,MIA,3,145
MIA,US,MIA,3,148
MIA,US,MIA,3,151
MIA,US,MIA,3,154
MIA,US,MIA,3,157
MIA,US,MIA,3,160
MIA,US,MIA,3,163
MIA,US,MIA,3,167
MIA,US,MIA,3,171
MIA,US,MIA,3,175
MIA,US,MIA,3,179
MIA,US,MIA,3,183
MIA,US,MIA,3,187
MIA,US,MIA,3,191
MIA,US,MIA,3,195
MIA,US,MIA,3,226
MIA,US,MIA,3,257
MIA,US,MIA,3,288
MIA,US,MIA,3,319
MIA,US,MIA,3,350
MIA,US,MIA,3,381
PIL,US,NAS,1,7
NAS,US,NAS,5,7
NAS,US,NAS,5,12
NAS,US,NAS,5,17
NAS,US,NAS,5,22
NAS,US,NAS,5,27
NAS,US,NAS,5,32
NAS,US,NAS,5,37
NAS,US,NAS,5,42
NAS,US,NAS,5,47
NAS,US,NAS,5,52
NAS,US,NAS,5,57
NAS,US,NAS,5,62
NAS,US,NAS,5,67
NAS,US,NAS,5,72
NAS,US,NAS,5,77
NAS,US,NAS,5,82
NAS,US,NAS,5,87
NAS,US,NAS,5,92
NAS,US,NAS,5,97
NAS,US,NAS,5,102
NAS,US,NAS,5,107
NAS,US,NAS,5,112
NAS,US,NAS,5,117
NAS,US,NAS,5,122
NAS,US,NAS,5,127
NAS,US,NAS,5,132
NAS,US,NAS,5,137
NAS,US,NAS,5,142
NAS,US,NAS,5,147
NAS,US,NAS,5,152
NAS,US,NAS,5,157
NAS,US,NAS,5,162
NAS,US,NAS,5,167
NAS,US,NAS,5,172
NAS,US,NAS,5,177
NAS,US,NAS,5,182
NAS,US,NAS,5,187
NAS,US,NAS,5,192
NAS,US,NAS,5,197
NAS,US,NAS,5,202
NAS,US,NAS,5,207
NAS,US,NAS,5,212
NAS,US,NAS,5,217
NAS,US,NAS,5,222
NAS,US,NAS,5,227
NAS,US,NAS,5,232
NAS,US,NAS,5,237
NAS,US,NAS,5,242
NAS,US,NAS,5,247
NAS,US,NAS,5,252
NAS,US,NAS,5,257
NAS,US,NAS,5,262
NAS,US,NAS,5,267
NAS,US,NAS,5,272
NAS,US,NAS,5,277
NAS,US,NAS,5,282
NAS,US,NAS,5,287
NAS,US,NAS,5,292
NAS,US,NAS,5,297
NAS,US,NAS,5,302
NAS,US,NAS,5,307
NAS,US,NAS,5,312
NAS,US,NAS,5,327
PID,US,NAS,5,328
NAS,US,NAS,5,342
PID,US,NAS,5,344
NAS,US,NAS,5,375
PID,US,NAS,5,377
NEG,US,NEG,6,7
NEG,US,NEG,6,13
NEG,US,NEG,6,19
NEG,US,NEG,6,25
NEG,US,NEG,6,31
NEG,US,NEG,6,37
NEG,US,NEG,6,43
NEG,US,NEG,6,49
NEG,US,NEG,6,55
NEG,US,NEG,6,61
NEG,US,NEG,6,67
NEG,US,NEG,6,73
NEG,US,NEG,6,79
NEG,US,NEG,6,85
NEG,US,NEG,6,91
NEG,US,NEG,6,97
NEG,US,NEG,6,103
NEG,US,NEG,6,109
NEG,US,NEG,6,115
NEG,US,NEG,6,121
NEG,US,NEG,6,127
NEG,US,NEG,6,133
NEG,US,NEG,6,139
NEG,US,NEG,6,145
NEG,US,NEG,6,151
NEG,US,NEG,6,157
NEG,US,NEG,6,163
NEG,US,NEG,6,169
NEG,US,NEG,6,175
NEG,US,NEG,6,181
NEG,US,NEG,6,187
NEG,US,NEG,6,193
NEG,US,NEG,6,199
NEG,US,NEG,6,205
NEG,US,NEG,6,211
NEG,US,NEG,6,217
NEG,US,NEG,6,223
NEG,US,NEG,6,229
NEG,US,NEG,6,235
NEG,US,NEG,6,241
NEG,US,NEG,6,247
NEG,US,NEG,6,253
NEG,US,NEG,6,259
NEG,US,NEG,6,265
NEG,US,NEG,6,271
NEG,US,NEG,6,277
NEG,US,NEG,6,283
NEG,US,NEG,6,289
NEG,US,NEG,6,295
NEG,US,NEG,6,301
NEG,US,NEG,6,307
NEG,US,NEG,6,313
NEG,US,NEG,6,319
NEG,US,NEG,6,325
NEG,US,NEG,6,331
NEG,US,NEG,6,337
NEG,US,NEG,6,343
NEG,US,NEG,6,349
NEG,US,NEG,6,355
NEG,US,NEG,6,361
NEG,US,NEG,6,367
NEG,US,NEG,6,373
NEV,US,NEV,7,7
NEV,US,NEV,7,14
NEV,US,NEV,7,21
NEV,US,NEV,7,28
NEV,US,NEV,7,35
NEV,US,NEV,7,42
NEV,US,NEV,7,49
NEV,US,NEV,7,56
NEV,US,NEV,7,63
NEV,US,NEV,7,70
NEV,US,NEV,7,77
NEV,US,NEV,7,84
NEV,US,NEV,7,91
NEV,US,NEV,7,98
NEV,US,NEV,7,105
NEV,US,NEV,7,112
NEV,US,NEV,7,119
NEV,US,NEV,7,126
NEV,US,NEV,7,133
NEV,US,NEV,7,140
NEV,US,NEV,7,147
NEV,US,NEV,7,154
NEV,US,NEV,7,161
NEV,US,NEV,7,168
NEV,US,NEV,7,175
NEV,US,NEV,7,182
NEV,US,NEV,7,189
NEV,US,NEV,7,196
NEV,US,NEV,7,203
NEV,US,NEV,7,210
NEV,US,NEV,7,217
NEV,US,NEV,7,224
NEV,US,NEV,7,231
NEV,US,NEV,7,238
NEV,US,NEV,7,245
NEV,US,NEV,7,252
NEV,US,NEV,7,259
NEV,US,NEV,7,266
NEV,US,NEV,7,273
NEV,US,NEV,7,280
NEV,US,NEV,7,287
NEV,US,NEV,7,294
NEV,US,NEV,7,301
NEV,US,NEV,7,308
NEV,US,NEV,7,315
NEV,US,NEV,7,322
NEV,US,NEV,7,329
NEV,US,NEV,7,336
NEV,US,NEV,7,343
NEV,US,NEV,7,350
NEV,US,NEV,7,357
NEV,US,NEV,7,364
NEV,US,NEV,7,371
OCJ,US,OCJ,6,7
OCJ,US,OCJ,6,13
OCJ,US,OCJ,6,19
OCJ,US,OCJ,6,25
OCJ,US,OCJ,6,31
OCJ,US,OCJ,6,37
OCJ,US,OCJ,6,43
OCJ,US,OCJ,6,49
OCJ,US,OCJ,6,55
OCJ,US,OCJ,6,61
OCJ,US,OCJ,6,67
OCJ,US,OCJ,6,73
OCJ,US,OCJ,6,79
OCJ,US,OCJ,6,85
OCJ,US,OCJ,6,91
OCJ,US,OCJ,6,97
OCJ,US,OCJ,6,103
OCJ,US,OCJ,6,109
OCJ,US,OCJ,6,115
OCJ,US,OCJ,6,121
OCJ,US,OCJ,6,127
OCJ,US,OCJ,6,133
OCJ,US,OCJ,6,139
OCJ,US,OCJ,6,145
OCJ,US,OCJ,6,151
OCJ,US,OCJ,6,157
OCJ,US,OCJ,6,163
OCJ,US,OCJ,6,169
OCJ,US,OCJ,6,175
OCJ,US,OCJ,6,181
OCJ,US,OCJ,6,187
OCJ,US,OCJ,6,193
OCJ,US,OCJ,6,199
OCJ,US,OCJ,6,205
OCJ,US,OCJ,6,211
OCJ,US,OCJ,6,217
OCJ,US,OCJ,6,223
OCJ,US,OCJ,6,229
OCJ,US,OCJ,6,235
OCJ,US,OCJ,6,241
OCJ,US,OCJ,6,247
OCJ,US,OCJ,6,253
OCJ,US,OCJ,6,259
OCJ,US,OCJ,6,265
OCJ,US,OCJ,6,271
OCJ,US,OCJ,6,277
OCJ,US,OCJ,6,283
OCJ,US,OCJ,6,289
OCJ,US,OCJ,6,295
OCJ,US,OCJ,6,301
OCJ,US,OCJ,6,307
OCJ,US,OCJ,6,313
OCJ,US,OCJ,6,319
OCJ,US,OCJ,6,325
OCJ,US,OCJ,6,331
OCJ,US,OCJ,6,337
OCJ,US,OCJ,6,343
OCJ,US,OCJ,6,349
OCJ,US,OCJ,6,355
OCJ,US,OCJ,6,361
OCJ,US,OCJ,6,367
OCJ,US,OCJ,6,373
OGG,US,OGG,6,7
OGG,US,OGG,6,13
OGG,US,OGG,6,19
OGG,US,OGG,6,25
OGG,US,OGG,6,31
OGG,US,OGG,6,37
OGG,US,OGG,6,43
OGG,US,OGG,6,49
OGG,US,OGG,6,55
OGG,US,OGG,6,61
OGG,US,OGG,6,67
OGG,US,OGG,6,73
OGG,US,OGG,6,79
OGG,US,OGG,6,85
OGG,US,OGG,6,91
OGG,US,OGG,6,97
OGG,US,OGG,6,103
OGG,US,OGG,6,109
OGG,US,OGG,6,115
OGG,US,OGG,6,121
OGG,US,OGG,6,127
OGG,US,OGG,6,133
OGG,US,OGG,6,139
OGG,US,OGG,6,145
OGG,US,OGG,6,151
OGG,US,OGG,6,157
OGG,US,OGG,6,163
OGG,US,OGG,6,169
OGG,US,OGG,6,175
OGG,US,OGG,6,181
OGG,US,OGG,6,187
OGG,US,OGG,6,193
OGG,US,OGG,6,199
OGG,US,OGG,6,205
OGG,US,OGG,6,211
OGG,US,OGG,6,217
OGG,US,OGG,6,223
OGG,US,OGG,6,229
OGG,US,OGG,6,235
OGG,US,OGG,6,241
OGG,US,OGG,6,247
OGG,US,OGG,6,253
OGG,US,OGG,6,259
OGG,US,OGG,6,265
OGG,US,OGG,6,271
OGG,US,OGG,6,277
OGG,US,OGG,6,283
OGG,US,OGG,6,289
OGG,US,OGG,6,295
OGG,US,OGG,6,301
OGG,US,OGG,6,307
OGG,US,OGG,6,313
OGG,US,OGG,6,319
OGG,US,OGG,6,325
OGG,US,OGG,6,331
OGG,US,OGG,6,337
OGG,US,OGG,6,343
OGG,US,OGG,6,349
OGG,US,OGG,6,355
OGG,US,OGG,6,361
OGG,US,OGG,6,367
OGG,US,OGG,6,373
PAR,US,PAR,4,7
PAR,US,PAR,4,11
PAR,US,PAR,4,15
PAR,US,PAR,4,19
PAR,US,PAR,4,23
PAR,US,PAR,4,27
PAR,US,PAR,4,31
PAR,US,PAR,4,35
PAR,US,PAR,4,39
PAR,US,PAR,4,43
PAR,US,PAR,4,47
PAR,US,PAR,4,51
PAR,US,PAR,4,55
PAR,US,PAR,4,59
PAR,US,PAR,4,63
PAR,US,PAR,4,67
PAR,US,PAR,4,71
PAR,US,PAR,4,75
PAR,US,PAR,4,79
PAR,US,PAR,4,83
PAR,US,PAR,4,87
PAR,US,PAR,4,91
PAR,US,PAR,4,95
PAR,US,PAR,4,99
PAR,US,PAR,4,103
PAR,US,PAR,4,107
PAR,US,PAR,4,111
PAR,US,PAR,4,115
PAR,US,PAR,4,119
PAR,US,PAR,4,123
PAR,US,PAR,4,127
PAR,US,PAR,4,131
PAR,US,PAR,4,135
PAR,US,PAR,4,139
PAR,US,PAR,4,143
PAR,US,PAR,4,147
PAR,US,PAR,4,151
PAR,US,PAR,4,155
PAR,US,PAR,4,159
PAR,US,PAR,4,163
PAR,US,PAR,4,167
PAR,US,PAR,4,171
PAR,US,PAR,4,175
PAR,US,PAR,4,179
PAR,US,PAR,4,183
PAR,US,PAR,4,187
PAR,US,PAR,4,191
PAR,US,PAR,4,195
PAR,US,PAR,4,199
PAR,US,PAR,4,203
PAR,US,PAR,4,207
PAR,US,PAR,4,211
PAR,US,PAR,4,215
PAR,US,PAR,4,219
PAR,US,PAR,4,223
PAR,US,PAR,4,228
PAR,US,PAR,4,233
PAR,US,PAR,4,238
PAR,US,PAR,4,243
PAR,US,PAR,4,248
PAR,US,PAR,4,253
PAR,US,PAR,4,271
PAR,US,PAR,4,289
PAR,US,PAR,4,321
PAR,US,PAR,4,353
PAR,US,PAR,4,385
PLS,US,PLS,6,7
PLS,US,PLS,6,13
PLS,US,PLS,6,19
PLS,US,PLS,6,25
PLS,US,PLS,6,31
PLS,US,PLS,6,37
PLS,US,PLS,6,43
PLS,US,PLS,6,49
PLS,US,PLS,6,55
PLS,US,PLS,6,61
PLS,US,PLS,6,67
PLS,US,PLS,6,73
PLS,US,PLS,6,79
PLS,US,PLS,6,85
PLS,US,PLS,6,91
PLS,US,PLS,6,97
PLS,US,PLS,6,103
PLS,US,PLS,6,109
PLS,US,PLS,6,115
PLS,US,PLS,6,121
PLS,US,PLS,6,127
PLS,US,PLS,6,133
PLS,US,PLS,6,139
PLS,US,PLS,6,145
PLS,US,PLS,6,151
PLS,US,PLS,6,157
PLS,US,PLS,6,163
PLS,US,PLS,6,169
PLS,US,PLS,6,175
PLS,US,PLS,6,181
PLS,US,PLS,6,187
PLS,US,PLS,6,193
PLS,US,PLS,6,199
PLS,US,PLS,6,205
PLS,US,PLS,6,211
PLS,US,PLS,6,217
PLS,US,PLS,6,223
PLS,US,PLS,6,229
PLS,US,PLS,6,235
PLS,US,PLS,6,241
PLS,US,PLS,6,247
PLS,US,PLS,6,253
PLS,US,PLS,6,259
PLS,US,PLS,6,265
PLS,US,PLS,6,271
PLS,US,PLS,6,277
PLS,US,PLS,6,283
PLS,US,PLS,6,289
PLS,US,PLS,6,295
PLS,US,PLS,6,301
PLS,US,PLS,6,307
PLS,US,PLS,6,313
PLS,US,PLS,6,319
PLS,US,PLS,6,325
PLS,US,PLS,6,331
PLS,US,PLS,6,337
PLS,US,PLS,6,343
PLS,US,PLS,6,349
PLS,US,PLS,6,355
PLS,US,PLS,6,361
PLS,US,PLS,6,367
PLS,US,PLS,6,373
POP,US,POP,6,7
POP,US,POP,6,13
POP,US,POP,6,19
POP,US,POP,6,25
POP,US,POP,6,31
POP,US,POP,6,37
POP,US,POP,6,43
POP,US,POP,6,49
POP,US,POP,6,55
POP,US,POP,6,61
POP,US,POP,6,67
POP,US,POP,6,73
POP,US,POP,6,79
POP,US,POP,6,85
POP,US,POP,6,91
POP,US,POP,6,97
POP,US,POP,6,103
POP,US,POP,6,109
POP,US,POP,6,115
POP,US,POP,6,121
POP,US,POP,6,127
POP,US,POP,6,133
POP,US,POP,6,139
POP,US,POP,6,145
POP,US,POP,6,151
POP,US,POP,6,157
POP,US,POP,6,163
POP,US,POP,6,169
POP,US,POP,6,175
POP,US,POP,6,181
POP,US,POP,6,187
POP,US,POP,6,193
POP,US,POP,6,199
POP,US,POP,6,205
POP,US,POP,6,211
POP,US,POP,6,217
POP,US,POP,6,223
POP,US,POP,6,229
POP,US,POP,6,235
POP,US,POP,6,241
POP,US,POP,6,247
POP,US,POP,6,253
POP,US,POP,6,259
POP,US,POP,6,265
POP,US,POP,6,271
POP,US,POP,6,277
POP,US,POP,6,283
POP,US,POP,6,289
POP,US,POP,6,295
POP,US,POP,6,301
POP,US,POP,6,307
POP,US,POP,6,313
POP,US,POP,6,319
POP,US,POP,6,325
POP,US,POP,6,331
POP,US,POP,6,337
POP,US,POP,6,343
POP,US,POP,6,349
POP,US,POP,6,355
POP,US,POP,6,361
POP,US,POP,6,367
POP,US,POP,6,373
PUJ,US,PUJ,6,7
LRM,US,PUJ,7,7
PUJ,US,PUJ,6,13
LRM,US,PUJ,7,14
PUJ,US,PUJ,6,19
LRM,US,PUJ,7,21
PUJ,US,PUJ,6,25
LRM,US,PUJ,7,28
PUJ,US,PUJ,6,31
LRM,US,PUJ,7,35
PUJ,US,PUJ,6,37
LRM,US,PUJ,7,42
PUJ,US,PUJ,6,43
PUJ,US,PUJ,6,49
LRM,US,PUJ,7,49
PUJ,US,PUJ,6,55
LRM,US,PUJ,7,56
PUJ,US,PUJ,6,61
LRM,US,PUJ,7,63
PUJ,US,PUJ,6,67
LRM,US,PUJ,7,70
PUJ,US,PUJ,6,73
LRM,US,PUJ,7,77
PUJ,US,PUJ,6,79
LRM,US,PUJ,7,84
PUJ,US,PUJ,6,85
PUJ,US,PUJ,6,91
LRM,US,PUJ,7,91
PUJ,US,PUJ,6,97
LRM,US,PUJ,7,98
PUJ,US,PUJ,6,103
LRM,US,PUJ,7,105
PUJ,US,PUJ,6,109
LRM,US,PUJ,7,112
PUJ,US,PUJ,6,115
LRM,US,PUJ,7,119
PUJ,US,PUJ,6,121
LRM,US,PUJ,7,126
PUJ,US,PUJ,6,127
PUJ,US,PUJ,6,133
LRM,US,PUJ,7,133
PUJ,US,PUJ,6,139
LRM,US,PUJ,7,140
PUJ,US,PUJ,6,145
LRM,US,PUJ,7,147
PUJ,US,PUJ,6,151
LRM,US,PUJ,7,154
PUJ,US,PUJ,6,157
LRM,US,PUJ,7,161
PUJ,US,PUJ,6,163
LRM,US,PUJ,7,168
PUJ,US,PUJ,6,169
PUJ,US,PUJ,6,175
LRM,US,PUJ,7,175
PUJ,US,PUJ,6,181
LRM,US,PUJ,7,182
PUJ,US,PUJ,6,187
LRM,US,PUJ,7,189
PUJ,US,PUJ,6,193
LRM,US,PUJ,7,196
PUJ,US,PUJ,6,199
LRM,US,PUJ,7,203
PUJ,US,PUJ,6,205
LRM,US,PUJ,7,210
PUJ,US,PUJ,6,211
PUJ,US,PUJ,6,217
LRM,US,PUJ,7,217
PUJ,US,PUJ,6,223
LRM,US,PUJ,7,224
PUJ,US,PUJ,6,229
LRM,US,PUJ,7,231
PUJ,US,PUJ,6,235
LRM,US,PUJ,7,238
PUJ,US,PUJ,6,241
LRM,US,PUJ,7,245
PUJ,US,PUJ,6,247
LRM,US,PUJ,7,252
PUJ,US,PUJ,6,253
PUJ,US,PUJ,6,259
LRM,US,PUJ,7,259
PUJ,US,PUJ,6,265
LRM,US,PUJ,7,266
PUJ,US,PUJ,6,271
LRM,US,PUJ,7,273
PUJ,US,PUJ,6,277
LRM,US,PUJ,7,280
PUJ,US,PUJ,6,283
LRM,US,PUJ,7,287
PUJ,US,PUJ,6,289
LRM,US,PUJ,7,294
PUJ,US,PUJ,6,295
PUJ,US,PUJ,6,301
LRM,US,PUJ,7,301
PUJ,US,PUJ,6,307
LRM,US,PUJ,7,308
PUJ,US,PUJ,6,313
LRM,US,PUJ,7,315
PUJ,US,PUJ,6,319
LRM,US,PUJ,7,322
PUJ,US,PUJ,6,325
LRM,US,PUJ,7,329
PUJ,US,PUJ,6,331
LRM,US,PUJ,7,336
PUJ,US,PUJ,6,337
PUJ,US,PUJ,6,343
LRM,US,PUJ,7,343
PUJ,US,PUJ,6,349
LRM,US,PUJ,7,350
PUJ,US,PUJ,6,355
LRM,US,PUJ,7,357
PUJ,US,PUJ,6,361
LRM,US,PUJ,7,364
PUJ,US,PUJ,6,367
LRM,US,PUJ,7,371
PUJ,US,PUJ,6,373
PVR,US,PVR,6,7
RNV,US,PVR,7,7
PVR,US,PVR,6,13
RNV,US,PVR,7,15
PVR,US,PVR,6,19
RNV,US,PVR,7,23
PVR,US,PVR,6,25
PVR,US,PVR,6,31
RNV,US,PVR,7,31
PVR,US,PVR,6,37
RNV,US,PVR,7,39
PVR,US,PVR,6,43
PVR,US,PVR,6,49
PVR,US,PVR,6,55
PVR,US,PVR,6,61
PVR,US,PVR,6,67
PVR,US,PVR,6,73
RNV,US,PVR,7,74
PVR,US,PVR,6,79
PVR,US,PVR,6,85
PVR,US,PVR,6,91
PVR,US,PVR,6,97
PVR,US,PVR,6,103
PVR,US,PVR,6,109
RNV,US,PVR,7,109
PVR,US,PVR,6,115
RNV,US,PVR,7,116
PVR,US,PVR,6,121
RNV,US,PVR,7,123
PVR,US,PVR,6,127
RNV,US,PVR,7,130
PVR,US,PVR,6,133
RNV,US,PVR,7,137
PVR,US,PVR,6,139
RNV,US,PVR,7,144
PVR,US,PVR,6,145
PVR,US,PVR,6,151
RNV,US,PVR,7,151
PVR,US,PVR,6,157
RNV,US,PVR,7,158
PVR,US,PVR,6,163
RNV,US,PVR,7,165
PVR,US,PVR,6,169
RNV,US,PVR,7,172
PVR,US,PVR,6,175
RNV,US,PVR,7,179
PVR,US,PVR,6,181
RNV,US,PVR,7,186
PVR,US,PVR,6,187
PVR,US,PVR,6,193
RNV,US,PVR,7,193
PVR,US,PVR,6,199
RNV,US,PVR,7,200
PVR,US,PVR,6,205
RNV,US,PVR,7,207
PVR,US,PVR,6,211
RNV,US,PVR,7,214
PVR,US,PVR,6,217
RNV,US,PVR,7,221
PVR,US,PVR,6,223
RNV,US,PVR,7,228
PVR,US,PVR,6,229
PVR,US,PVR,6,235
RNV,US,PVR,7,235
PVR,US,PVR,6,241
RNV,US,PVR,7,242
PVR,US,PVR,6,247
RNV,US,PVR,7,249
PVR,US,PVR,6,253
RNV,US,PVR,7,256
PVR,US,PVR,6,259
RNV,US,PVR,7,263
PVR,US,PVR,6,265
RNV,US,PVR,7,270
PVR,US,PVR,6,271
PVR,US,PVR,6,277
RNV,US,PVR,7,277
PVR,US,PVR,6,283
RNV,US,PVR,7,284
PVR,US,PVR,6,289
RNV,US,PVR,7,291
PVR,US,PVR,6,295
RNV,US,PVR,7,298
PVR,US,PVR,6,301
RNV,US,PVR,7,305
PVR,US,PVR,6,307
RNV,US,PVR,7,312
PVR,US,PVR,6,313
PVR,US,PVR,6,319
RNV,US,PVR,7,319
PVR,US,PVR,6,325
RNV,US,PVR,7,326
PVR,US,PVR,6,331
RNV,US,PVR,7,333
PVR,US,PVR,6,337
RNV,US,PVR,7,340
PVR,US,PVR,6,343
RNV,US,PVR,7,347
PVR,US,PVR,6,349
RNV,US,PVR,7,354
PVR,US,PVR,6,355
PVR,US,PVR,6,361
RNV,US,PVR,7,361
PVR,US,PVR,6,367
RNV,US,PVR,7,368
PVR,US,PVR,6,373
RNV,US,PVR,7,375
ROM,US,ROM,3,7
ROM,US,ROM,3,10
ROM,US,ROM,3,13
ROM,US,ROM,3,16
ROM,US,ROM,3,19
ROM,US,ROM,3,22
ROM,US,ROM,3,25
ROM,US,ROM,3,28
ROM,US,ROM,3,31
ROM,US,ROM,3,34
ROM,US,ROM,3,37
ROM,US,ROM,3,40
ROM,US,ROM,3,43
ROM,US,ROM,3,46
ROM,US,ROM,3,49
ROM,US,ROM,3,52
ROM,US,ROM,3,55
ROM,US,ROM,3,58
ROM,US,ROM,3,61
ROM,US,ROM,3,64
ROM,US,ROM,3,67
ROM,US,ROM,3,70
ROM,US,ROM,3,73
ROM,US,ROM,3,76
ROM,US,ROM,3,79
ROM,US,ROM,3,82
ROM,US,ROM,3,85
ROM,US,ROM,3,88
ROM,US,ROM,3,91
ROM,US,ROM,3,94
ROM,US,ROM,3,97
ROM,US,ROM,3,100
ROM,US,ROM,3,103
ROM,US,ROM,3,106
ROM,US,ROM,3,109
ROM,US,ROM,3,112
ROM,US,ROM,3,115
ROM,US,ROM,3,118
ROM,US,ROM,3,121
ROM,US,ROM,3,124
ROM,US,ROM,3,127
ROM,US,ROM,3,130
ROM,US,ROM,3,133
ROM,US,ROM,3,136
ROM,US,ROM,3,139
ROM,US,ROM,3,142
ROM,US,ROM,3,145
ROM,US,ROM,3,148
ROM,US,ROM,3,151
ROM,US,ROM,3,154
ROM,US,ROM,3,157
ROM,US,ROM,3,160
ROM,US,ROM,3,163
ROM,US,ROM,3,167
ROM,US,ROM,3,171
ROM,US,ROM,3,175
ROM,US,ROM,3,179
ROM,US,ROM,3,183
ROM,US,ROM,3,187
ROM,US,ROM,3,191
ROM,US,ROM,3,195
ROM,US,ROM,3,226
ROM,US,ROM,3,257
ROM,US,ROM,3,288
ROM,US,ROM,3,319
ROM,US,ROM,3,350
ROM,US,ROM,3,381
SFO,US,SFO,3,7
SFO,US,SFO,3,10
SFO,US,SFO,3,13
SFO,US,SFO,3,16
SFO,US,SFO,3,19
SFO,US,SFO,3,22
SFO,US,SFO,3,25
SFO,US,SFO,3,28
SFO,US,SFO,3,31
SFO,US,SFO,3,34
SFO,US,SFO,3,37
SFO,US,SFO,3,40
SFO,US,SFO,3,43
SFO,US,SFO,3,46
SFO,US,SFO,3,49
SFO,US,SFO,3,52
SFO,US,SFO,3,55
SFO,US,SFO,3,58
SFO,US,SFO,3,61
SFO,US,SFO,3,64
SFO,US,SFO,3,67
SFO,US,SFO,3,70
SFO,US,SFO,3,73
SFO,US,SFO,3,76
SFO,US,SFO,3,79
